"Localization Key","English","Polish"
"PF2E.Actions.Crawl.Description","<p>You move 5 feet by crawling and continue to stay prone.</p>","<p>Przemieszczasz się o 5 stóp czołgając się i pozostajesz powalony.</p>"
"PF2E.Actions.Crawl.Title","Crawl","Czołganie Się"
"PF2E.Actions.CreateADiversion.DistractingWords.Title","Create a Diversion - Distracting Words","Stworzenie Dywersji - Rozpraszające Słowa"
"PF2E.Actions.CreateADiversion.Gesture.Title","Create a Diversion - Gesture","Stworzenie Dywersji - Gest"
"PF2E.Actions.CreateADiversion.Notes.failure","<strong>Failure</strong> You don't divert the attention of any creatures whose Perception DC exceeds your result, and those creatures are aware you were trying to trick them.","<strong>Porażka</strong> Nie udaje ci się odwrócić uwagi istot, których ST Percepcji wykracza poza wynik twojego rzutu a istoty te stają się świadome, że próbowałeś je oszukać."
"PF2E.Actions.CreateADiversion.Notes.success","<strong>Success</strong> You become @UUID[Compendium.pf2e.conditionitems.Item.iU0fEDdBp3rXpTMC]{Hidden} to each creature whose Perception DC is less than or equal to your result. (The hidden condition allows you to @UUID[Compendium.pf2e.actionspf2e.Item.VMozDqMMuK5kpoX4]{Sneak} away.) This lasts until the end of your turn or until you do anything except Step or use the @UUID[Compendium.pf2e.actionspf2e.Item.XMcnh4cSI32tljXa]{Hide} or the @UUID[Compendium.pf2e.actionspf2e.Item.VMozDqMMuK5kpoX4]{Sneak} action of the Stealth skill. If you Strike a creature, the creature remains @UUID[Compendium.pf2e.conditionitems.Item.AJh5ex99aV6VTggg]{Off-Guard} against that attack, and you then become @UUID[Compendium.pf2e.conditionitems.Item.1wQY3JYyhMYeeV2G]{Observed}. If you do anything else, you become @UUID[Compendium.pf2e.conditionitems.Item.1wQY3JYyhMYeeV2G]{Observed} just before you act unless the GM determines otherwise.","<strong>Sukces</strong> Stajesz się @UUID[Compendium.pf2e.conditionitems.Item.iU0fEDdBp3rXpTMC]{Schowany} względem każdej istoty, której ST Percepcji jest mniejszy lub równy wynikowi twojego rzutu. (Status Schowania pozwala ci się @UUID[Compendium.pf2e.actionspf2e.Item.VMozDqMMuK5kpoX4]{Przekraść} w bezpieczne miejsce.) Efekt utrzymuje się do końca tury, lub do momentu aż wykonasz akcję inną niż Krok, @UUID[Compendium.pf2e.actionspf2e.Item.XMcnh4cSI32tljXa]{Schowanie Się} lub @UUID[Compendium.pf2e.actionspf2e.Item.VMozDqMMuK5kpoX4]{Przekradnięcie Się}. Jeśli zadasz Cios istocie, posiada ona względem niego @UUID[Compendium.pf2e.conditionitems.Item.AJh5ex99aV6VTggg]{Opuszczoną Gardę} a ty stajesz się @UUID[Compendium.pf2e.conditionitems.Item.1wQY3JYyhMYeeV2G]{Postrzegany}. Jeśli zrobisz cokolwiek innego stajesz się @UUID[Compendium.pf2e.conditionitems.Item.1wQY3JYyhMYeeV2G]{Postrzegany} tuż przez rozpoczęciem swojego działania, chyba że MG zarządzi inaczej."
"PF2E.Actions.CreateADiversion.Title","Create a Diversion","Stworzenie Dywersji"
"PF2E.Actions.CreateADiversion.Trick.Title","Create a Diversion - Trick","Stworzenie Dywersji - Trik"
"PF2E.Actions.CreateADiversion.Warning.UnknownVariant","Unknown variant {variant} used for Create a Diversion, use one of {variants}.","Użyto nieznanego wariantu Stworzenia Dywersji {variant}, użyj jednego spośród {variants}."
"PF2E.Actions.CreateForgery.Description","<p>You create a forged document, usually over the course of a day or a week. You must have the proper writing material to create a forgery. When you Create a Forgery, the GM rolls a secret DC 20 Society check. If you succeed, the forgery is of good enough quality that passive observers can't notice the fake. Only those who carefully examine the document and attempt a Perception or Society check against your Society DC can do so.</p><p>If the document's handwriting doesn't need to be specific to a person, you need only to have seen a similar document before, and you gain up to a +4 circumstance bonus to your check, as well as to your DC (the GM determines the bonus). To forge a specific person's handwriting, you need a sample of that person's handwriting.</p><p>If your check result was below 20, the forgery has some obvious signs of being a fake, so the GM compares your result to each passive observer's Perception DC or Society DC, whichever is higher, using the success or failure results below. Once the GM rolls your check for a document, that same result is used against all passive observers' DCs no matter how many creatures passively observe that document.</p><p>An observer who was fooled on a passive glance can still choose to closely scrutinize the documents on the lookout for a forgery, using different techniques and analysis methods beyond the surface elements you successfully forged with your original check. In that case, the observer can attempt a Perception or Society check against your Society DC (if they succeed, they know your document is a forgery).</p><p><strong>Success</strong> The observer does not detect the forgery.<br><strong>Failure</strong> The observer knows your document is a forgery.</p>","<p>Tworzysz falsyfikat dokumentu, na ogół na przestrzeni dnia lub tygodnia. Aby sfałszować dokument musisz posiadać odpowiednie materiały do pisania. Kiedy Tworzysz Falsyfikat, MG rzuca sekretny test Społeczeństwa ST 20. Jeśli zdasz, falsyfikat jest na tyle dobry, że pasywni obserwatorzy nie zdają sobie sprawy z jego fałszywości. Mogą to zauważyć jedynie osoby, które dokładnie przyjrzą się dokumentowi i świadomie podejmą się testu Percepcji lub Społeczeństwa przeciwko twojemu ST Społeczeństwa.</p><p>Jeśli pismo odręczne widoczne na dokumencie nie musi należeć do określonej osoby, wystarczy że widziałeś wcześniej podobne dokumenty oraz zyskujesz premię sytuacyjną o wartości do +4, zarówno do twojego testu jak i do twojego ST (MG określa jej wysokość). Aby podrobić pismo konkretnej osoby, musisz posiadać jego próbkę.</p><p>Jeśli wynik twojego testu jest poniżej 20 stworzony dokument nosi pewne oczywiste ślady fałszerstwa, więc MG porównuje go ze ST Percepcji lub ST Społeczeństwa każdego pasywnego obserwatora, wybierając wyższy z nich i stosując opisane poniżej zasady porażki i sukcesu. Kiedy już MG wykona rzut na fałszowanie dokumentu, wynik ten jest używany dla wszystkich pasywnych obserwatorów niezależnie od tego ile istot obserwuje dokument.</p><p>Obserwator którego pasywne spojrzenie udało ci się oszukać nadal może zdecydować o tym, że świadomie przeczesuje dokumenty w poszukiwaniu śladów fałszerstwa, używając do tego celu różnych specjalistycznych technik i metod analizy, które mogą pozwolić na wejrzenie głębiej niż tylko w powierzchowne wrażenie spójności dokumentu. W takim wypadku obserwator może podjąć się testu Percepcji lub Społeczeństwa przeciw twojemu ST Społeczeństwa (przy sukcesie zdając sobie sprawę z tego, że dokument jest fałszywką).</p><p><strong>Sukces</strong> Obserwator nie zauważa fałszywości dokumentu.<br><strong>Porażka</strong> Obserwator zdaje sobie sprawę, że dokument to falsyfikat.</p>"
"PF2E.Actions.CreateForgery.ForgedDocument.Description","<p>An observer who was fooled on a passive glance can still choose to closely scrutinize the documents on the lookout for a forgery, using different techniques and analysis methods beyond the surface elements you successfully forged with your original check. In that case, the observer can attempt a @Check[type:perception|dc:{societyDC}] or @Check[type:society|dc:{societyDC}] check against your Society DC (if they succeed, they know your document is a forgery).</p>","<p>Obserwator którego pasywne spojrzenie udało ci się oszukać nadal może zdecydować o tym, że świadomie przeczesuje dokumenty w poszukiwaniu śladów fałszerstwa, używając do tego celu różnych specjalistycznych technik i metod analizy, które mogą pozwolić na wejrzenie głębiej niż tylko w powierzchowne wrażenie spójności dokumentu. W takim wypadku obserwator może podjąć się testu @Check[type:perception|dc:{societyDC}] lub @Check[type:society|dc:{societyDC}] przeciw twojemu ST Społeczeństwa (przy sukcesie zdając sobie sprawę z tego, że dokument jest fałszywką).</p>"
"PF2E.Actions.CreateForgery.ForgedDocument.FailureGmNote","<p>The forgery has some obvious signs of being a fake, so the GM compares the result of {total} to each passive observer's Perception DC or Society DC, whichever is higher, using the success or failure results below. The same result is used against all passive observers' DCs no matter how many creatures passively observe that document.</p>
<p>{success}</p>
<p>{failure}</p>","<p>Stworzony dokument nosi pewne oczywiste ślady fałszerstwa, więc MG porównuje wynik {total} ze ST Percepcji lub ST Społeczeństwa każdego pasywnego obserwatora, wybierając wyższy z nich i stosując opisane poniżej zasady porażki i sukcesu. Wynik ten jest używany dla wszystkich pasywnych obserwatorów niezależnie od tego ile istot obserwuje dokument</p>
<p>{success}</p>
<p>{failure}</p>"
"PF2E.Actions.CreateForgery.ForgedDocument.Name","Forged Document","Sfałszowany Dokument"
"PF2E.Actions.CreateForgery.ForgedDocument.SuccessGmNote","<p>The forgery is of good enough quality that passive observers can't notice the fake. Only those who carefully examine the document and attempt a @Check[type:perception|dc:{societyDC}|showDC:gm] or @Check[type:society|dc:{societyDC}|showDC:gm] check against your Society DC can do so.</p>","<p>Falsyfikat jest na tyle dobry, że pasywni obserwatorzy nie zdają sobie sprawy z jego fałszywości. Mogą to zauważyć jedynie osoby, które dokładnie przyjrzą się dokumentowi i świadomie podejmą się testu @Check[type:perception|dc:{societyDC}|showDC:gm] lub @Check[type:society|dc:{societyDC}|showDC:gm] przeciwko twojemu ST Społeczeństwa.</p>"
"PF2E.Actions.CreateForgery.ForgedDocumentCreatedNotification","A forged document has been added to {name}'s inventory.","{name} otrzymuje do swojego ekwipunku sfałszowany dokument."
"PF2E.Actions.CreateForgery.Notes.criticalFailure","<strong>Failure</strong> The observer knows your document is a forgery.","<strong>Porażka</strong> Obserwator zdaje sobie sprawę, że dokument to falsyfikat."
"PF2E.Actions.CreateForgery.Notes.criticalSuccess","<strong>Success</strong> The observer does not detect the forgery.","<strong>Sukces</strong> Obserwator nie zauważa fałszywości dokumentu."
"PF2E.Actions.CreateForgery.Notes.failure","<strong>Failure</strong> The observer knows your document is a forgery.","<strong>Porażka</strong> Obserwator zdaje sobie sprawę, że dokument to falsyfikat."
"PF2E.Actions.CreateForgery.Notes.success","<strong>Success</strong> The observer does not detect the forgery.","<strong>Sukces</strong> Obserwator nie zauważa fałszywości dokumentu."
"PF2E.Actions.CreateForgery.Title","Create Forgery","Stworzenie Falsyfikatu"
"PF2E.Actions.CreateForgery.UnspecificHandwriting","Unspecific Handwriting","Nieokreślone Pismo"
"PF2E.Actions.DecipherWriting.Description","<p>You attempt to decipher complicated writing or literature on an obscure topic. This usually takes 1 minute per page of text, but might take longer (typically an hour per page for decrypting ciphers or the like). The text must be in a language you can read, though the GM might allow you to attempt to decipher text written in an unfamiliar language using Society instead.</p><p>The DC is determined by the GM based on the state or complexity of the document. The GM might have you roll one check for a short text or a check for each section of a larger text.</p><p><strong>Critical Success</strong> You understand the true meaning of the text.<br><strong>Success</strong> You understand the true meaning of the text. If it was a coded document, you know the general meaning but might not have a word-for-word translation.<br><strong>Failure</strong> You can't understand the text and take a –2 circumstance penalty to further checks to decipher it.<br><strong>Critical Failure</strong> You believe you understand the text on that page, but you have in fact misconstrued its message.</p><section class=""sample-tasks""><h2>Sample Decipher Tasks</h2><p><strong>Trained</strong> entry-level philosophy treatise</p><p><strong>Expert</strong> complex code, such as a cipher</p><p><strong>Master</strong> spymaster's code or advanced research notes</p><p><strong>Legendary</strong> esoteric planar text written in metaphor by an ancient celestial</p></section>","<p>Podejmujesz się próby odszyfrowania skomplikowanego tekstu lub literatury dotyczącej niszowego tematu. Zwykle zajmuje to około 1 minuty na stronę tekstu ale może zająć dłużej (zwykle godzinę na stronę w wypadku szyfrów i tym podobnych). Tekst musi być napisany w języku, który znasz, chociaż MG może pozwolić ci na odszyfrowanie tekstu napisanego w nieznanym ci języku za pomocą umiejętności Społeczeństwa.</p><p>ST jest określany przez MG na podstawie stanu tekstu oraz jego złożoności. MG może poprosić cię o jeden test w wypadku krótkiego dokumentu, lub o wiele testów rozszyfrowujących poszczególne segmenty dłuższego tekstu.</p><p><strong>Krytyczny Sukces</strong> Pojmujesz prawdziwe znaczenie tekstu.<br><strong>Sukces</strong> Pojmujesz prawdziwe znaczenie tekstu. Jeśli dokument był zaszyfrowany jesteś w stanie przytoczyć jego ogólnikowy wydźwięk ale możesz nie być w stanie przetłumaczyć go słowo w słowo.<br><strong>Porażka</strong> Nie udaje ci się zrozumieć tekstu i odnosisz sytuacyjną karę -2 do dalszych prób jego zrozumienia.<br><strong>Krytyczna Porażka</strong> Jesteś przekonany, że pojąłeś znaczenie odczytywanego fragmentu tekstu, ale tak na prawdę źle odczytujesz jego treść i przekręcasz jej znaczenie.</p><section class=""sample-tasks""><h2>Przykładowe Wyzwania Odszyfrowywania</h2><p><strong>Wytrenowanie</strong> traktat filozoficzny dla początkujących</p><p><strong>Eksperctwo</strong> złożony kod, np. szyfr</p><p><strong>Mistrzostwo</strong> szyfr szefa wywiadu lub zaawansowane notatki z badań</p><p><strong>Legendarność</strong> ezoteryczny planarny tekst zapisany przez pradawnego niebianina za pomocą złożonych metafor</p></section>"
